"Host","Virus","HostGenus","HostFamily","HostOrder","VirusGenus","VirusFamily","VirusOrder","VirusClass","VirusZoonotic","NumRecords","YearFirstRecord","YearLastRecord","DetectionSerology","DetectionGenetic","DetectionIsolation"
"damaliscus lunatus","bovine alphaherpesvirus 1","damaliscus","bovidae","artiodactyla","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,3,1978,1998,TRUE,FALSE,FALSE
"damaliscus lunatus","bovine alphaherpesvirus 2","damaliscus","bovidae","artiodactyla","simplexvirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1990,1990,TRUE,FALSE,FALSE
"damaliscus lunatus","bovine fever ephemerovirus","damaliscus","bovidae","artiodactyla","ephemerovirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,4,1990,2015,TRUE,FALSE,FALSE
"damaliscus lunatus","bovine respirovirus 3","damaliscus","bovidae","artiodactyla","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"damaliscus lunatus","foot-and-mouth disease virus","damaliscus","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,7,1969,1990,TRUE,FALSE,FALSE
"damaliscus lunatus","pestivirus a","damaliscus","bovidae","artiodactyla","pestivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,3,1979,1998,TRUE,FALSE,FALSE
"damaliscus pygargus","akabane orthobunyavirus","damaliscus","bovidae","artiodactyla","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",FALSE,1,1987,1987,TRUE,FALSE,FALSE
"damaliscus pygargus","bluetongue virus","damaliscus","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,1,1982,1982,FALSE,FALSE,TRUE
"damaliscus pygargus","bovine fever ephemerovirus","damaliscus","bovidae","artiodactyla","ephemerovirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,1,2015,2015,TRUE,FALSE,FALSE
"damaliscus pygargus","crimean-congo hemorrhagic fever orthonairovirus","damaliscus","bovidae","artiodactyla","orthonairovirus","nairoviridae","bunyavirales","ellioviricetes",TRUE,3,1987,2016,TRUE,FALSE,FALSE
"damaliscus pygargus","epizootic hemorrhagic disease virus","damaliscus","bovidae","artiodactyla","orbivirus","sedoreoviridae","reovirales","resentoviricetes",FALSE,1,2023,2023,FALSE,TRUE,FALSE
"damaliscus pygargus","pestivirus a","damaliscus","bovidae","artiodactyla","pestivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,1,1983,1983,TRUE,FALSE,FALSE
"eudorcas thomsonii","akabane orthobunyavirus","eudorcas","bovidae","artiodactyla","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",FALSE,1,1985,1985,TRUE,FALSE,FALSE
"eudorcas thomsonii","bluetongue virus","eudorcas","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,1,1998,1998,TRUE,FALSE,FALSE
"eudorcas thomsonii","equid alphaherpesvirus 1","eudorcas","bovidae","artiodactyla","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,2008,2011,FALSE,TRUE,FALSE
"eudorcas thomsonii","equid alphaherpesvirus 9","eudorcas","bovidae","artiodactyla","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1997,1997,FALSE,FALSE,TRUE
"eudorcas thomsonii","foot-and-mouth disease virus","eudorcas","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,1981,1981,TRUE,FALSE,FALSE
"eudorcas thomsonii","small ruminant morbillivirus","eudorcas","bovidae","artiodactyla","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2004,2004,FALSE,FALSE,TRUE
"gazella arabica","foot-and-mouth disease virus","gazella","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2021,2021,FALSE,TRUE,FALSE
"gazella bennettii","lumpy skin disease virus","gazella","bovidae","artiodactyla","capripoxvirus","poxviridae","chitovirales","pokkesviricetes",FALSE,1,2023,2023,FALSE,TRUE,FALSE
"gazella dorcas","foot-and-mouth disease virus","gazella","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2005,2005,FALSE,TRUE,FALSE
"gazella dorcas","small ruminant morbillivirus","gazella","bovidae","artiodactyla","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2004,2004,FALSE,FALSE,TRUE
"gazella gazella","bluetongue virus","gazella","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,2,1971,1982,FALSE,FALSE,TRUE
"gazella gazella","bovine fever ephemerovirus","gazella","bovidae","artiodactyla","ephemerovirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,2,2013,2015,TRUE,FALSE,FALSE
"gazella gazella","foot-and-mouth disease virus","gazella","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,2,1986,2013,FALSE,FALSE,TRUE
"gazella gazella","orf virus","gazella","bovidae","artiodactyla","parapoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,1,1994,1994,FALSE,FALSE,TRUE
"gazella subgutturosa","bluetongue virus","gazella","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,2,2008,2008,TRUE,FALSE,FALSE
"gazella subgutturosa","epizootic hemorrhagic disease virus","gazella","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,1,2010,2010,TRUE,FALSE,FALSE
"gazella subgutturosa","foot-and-mouth disease virus","gazella","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2016,2016,FALSE,TRUE,FALSE
"gazella subgutturosa","mule deerpox virus","gazella","bovidae","artiodactyla","cervidpoxvirus","poxviridae","chitovirales","pokkesviricetes",FALSE,1,2013,2013,FALSE,TRUE,FALSE
"gazella subgutturosa","small ruminant morbillivirus","gazella","bovidae","artiodactyla","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,2,1987,2010,TRUE,FALSE,FALSE
"hemitragus jemlahicus","betacoronavirus 1","hemitragus","bovidae","artiodactyla","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,6,2010,2011,FALSE,TRUE,FALSE
"hippotragus equinus","akabane orthobunyavirus","hippotragus","bovidae","artiodactyla","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",FALSE,1,1987,1987,TRUE,FALSE,FALSE
"hippotragus equinus","alcelaphine gammaherpesvirus 1","hippotragus","bovidae","artiodactyla","macavirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2002,2002,FALSE,TRUE,FALSE
"hippotragus equinus","bovine alphaherpesvirus 1","hippotragus","bovidae","artiodactyla","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"hippotragus equinus","bovine respirovirus 3","hippotragus","bovidae","artiodactyla","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"hippotragus equinus","foot-and-mouth disease virus","hippotragus","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,2,1969,1969,TRUE,FALSE,FALSE
"hippotragus equinus","hippotragine gammaherpesvirus 1","hippotragus","bovidae","artiodactyla","macavirus","herpesviridae","herpesvirales","herviviricetes",FALSE,3,1991,2005,TRUE,TRUE,TRUE
"hippotragus equinus","ovine gammaherpesvirus 2","hippotragus","bovidae","artiodactyla","macavirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2002,2002,FALSE,TRUE,FALSE
"hippotragus equinus","pestivirus a","hippotragus","bovidae","artiodactyla","pestivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,2,1991,1992,TRUE,FALSE,FALSE
"hippotragus niger","akabane orthobunyavirus","hippotragus","bovidae","artiodactyla","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",FALSE,1,1987,1987,TRUE,FALSE,FALSE
"hippotragus niger","betacoronavirus 1","hippotragus","bovidae","artiodactyla","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2008,2008,FALSE,FALSE,TRUE
"hippotragus niger","bluetongue virus","hippotragus","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,4,1982,2001,TRUE,FALSE,FALSE
"hippotragus niger","bovine alphaherpesvirus 1","hippotragus","bovidae","artiodactyla","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,1978,1998,TRUE,FALSE,FALSE
"hippotragus niger","bovine fever ephemerovirus","hippotragus","bovidae","artiodactyla","ephemerovirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,2,1998,2015,TRUE,FALSE,FALSE
"hippotragus niger","bovine respirovirus 3","hippotragus","bovidae","artiodactyla","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"hippotragus niger","crimean-congo hemorrhagic fever orthonairovirus","hippotragus","bovidae","artiodactyla","orthonairovirus","nairoviridae","bunyavirales","ellioviricetes",TRUE,3,1987,1993,TRUE,FALSE,FALSE
"hippotragus niger","deltapapillomavirus 4","hippotragus","bovidae","artiodactyla","deltapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,1,2011,2011,FALSE,TRUE,FALSE
"hippotragus niger","foot-and-mouth disease virus","hippotragus","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,3,1969,1993,TRUE,FALSE,FALSE
"hippotragus niger","pestivirus a","hippotragus","bovidae","artiodactyla","pestivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,4,1979,1998,TRUE,FALSE,FALSE
"hippotragus niger","rabies lyssavirus","hippotragus","bovidae","artiodactyla","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2009,2009,TRUE,FALSE,FALSE
"hippotragus niger","rift valley fever phlebovirus","hippotragus","bovidae","artiodactyla","phlebovirus","phenuiviridae","bunyavirales","ellioviricetes",TRUE,3,1998,1998,TRUE,FALSE,FALSE
"hippotragus niger","rotavirus a","hippotragus","bovidae","artiodactyla","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,14,2009,2014,FALSE,TRUE,TRUE
"kobus ellipsiprymnus","akabane orthobunyavirus","kobus","bovidae","artiodactyla","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",FALSE,3,1985,1990,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","alcelaphine gammaherpesvirus 1","kobus","bovidae","artiodactyla","macavirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2002,2002,FALSE,TRUE,FALSE
"kobus ellipsiprymnus","betacoronavirus 1","kobus","bovidae","artiodactyla","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,5,1995,2008,FALSE,TRUE,TRUE
"kobus ellipsiprymnus","bluetongue virus","kobus","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,4,1982,2001,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","bovine alphaherpesvirus 1","kobus","bovidae","artiodactyla","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,1978,1990,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","bovine alphaherpesvirus 2","kobus","bovidae","artiodactyla","simplexvirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,1982,1990,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","bovine fever ephemerovirus","kobus","bovidae","artiodactyla","ephemerovirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,3,1975,2015,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","bovine respirovirus 3","kobus","bovidae","artiodactyla","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","crimean-congo hemorrhagic fever orthonairovirus","kobus","bovidae","artiodactyla","orthonairovirus","nairoviridae","bunyavirales","ellioviricetes",TRUE,3,1987,2016,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","foot-and-mouth disease virus","kobus","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,7,1969,1993,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","lumpy skin disease virus","kobus","bovidae","artiodactyla","capripoxvirus","poxviridae","chitovirales","pokkesviricetes",FALSE,1,1983,1983,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","lymphocystis disease virus 1","kobus","bovidae","artiodactyla","lymphocystivirus","iridoviridae","pimascovirales","megaviricetes",FALSE,1,1983,1983,TRUE,FALSE,FALSE
"kobus ellipsiprymnus","ovine gammaherpesvirus 2","kobus","bovidae","artiodactyla","macavirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2002,2002,FALSE,TRUE,FALSE
"kobus ellipsiprymnus","pestivirus a","kobus","bovidae","artiodactyla","pestivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,3,1979,1998,TRUE,FALSE,TRUE
"kobus ellipsiprymnus","rift valley fever phlebovirus","kobus","bovidae","artiodactyla","phlebovirus","phenuiviridae","bunyavirales","ellioviricetes",TRUE,3,1998,2008,TRUE,FALSE,FALSE
"kobus kob","bovine alphaherpesvirus 1","kobus","bovidae","artiodactyla","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"kobus kob","bovine respirovirus 3","kobus","bovidae","artiodactyla","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"kobus kob","rotavirus a","kobus","bovidae","artiodactyla","rotavirus","reoviridae","reovirales","resentoviricetes",TRUE,1,1983,1983,TRUE,FALSE,FALSE
"kobus leche","akabane orthobunyavirus","kobus","bovidae","artiodactyla","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",FALSE,1,1987,1987,TRUE,FALSE,FALSE
"kobus leche","bluetongue virus","kobus","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,2,1982,2001,TRUE,FALSE,FALSE
"kobus leche","bovine alphaherpesvirus 1","kobus","bovidae","artiodactyla","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"kobus leche","bovine fever ephemerovirus","kobus","bovidae","artiodactyla","ephemerovirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,1,2015,2015,TRUE,FALSE,FALSE
"kobus leche","bovine respirovirus 3","kobus","bovidae","artiodactyla","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"kobus leche","pestivirus a","kobus","bovidae","artiodactyla","pestivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,1,1998,1998,TRUE,FALSE,FALSE
"kobus megaceros","alcelaphine gammaherpesvirus 1","kobus","bovidae","artiodactyla","macavirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2002,2002,FALSE,TRUE,FALSE
"kobus megaceros","ovine gammaherpesvirus 2","kobus","bovidae","artiodactyla","macavirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2002,2002,FALSE,TRUE,FALSE
"litocranius walleri","alcelaphine gammaherpesvirus 1","litocranius","bovidae","artiodactyla","macavirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1989,1989,TRUE,FALSE,FALSE
"litocranius walleri","bluetongue virus","litocranius","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,1,1982,1982,TRUE,FALSE,FALSE
"litocranius walleri","rift valley fever phlebovirus","litocranius","bovidae","artiodactyla","phlebovirus","phenuiviridae","bunyavirales","ellioviricetes",TRUE,1,2012,2012,TRUE,FALSE,FALSE
"madoqua kirkii","pestivirus a","madoqua","bovidae","artiodactyla","pestivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,1,1983,1983,TRUE,FALSE,FALSE
"madoqua saltiana","bluetongue virus","madoqua","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,1,1982,1982,TRUE,FALSE,FALSE
"naemorhedus goral","goatpox virus","naemorhedus","bovidae","artiodactyla","capripoxvirus","poxviridae","chitovirales","pokkesviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"naemorhedus goral","jaagsiekte sheep retrovirus","naemorhedus","bovidae","artiodactyla","betaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"nanger granti","akabane orthobunyavirus","nanger","bovidae","artiodactyla","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",FALSE,1,1985,1985,TRUE,FALSE,FALSE
"nanger granti","bluetongue virus","nanger","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,4,1982,2002,TRUE,FALSE,FALSE
"nanger granti","bovine alphaherpesvirus 1","nanger","bovidae","artiodactyla","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2002,2002,TRUE,FALSE,FALSE
"nanger granti","bovine fever ephemerovirus","nanger","bovidae","artiodactyla","ephemerovirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,1,2015,2015,TRUE,FALSE,FALSE
"nanger granti","bovine orthopneumovirus","nanger","bovidae","artiodactyla","orthopneumovirus","pneumoviridae","mononegavirales","monjiviricetes",FALSE,1,2002,2002,TRUE,FALSE,FALSE
"nanger granti","bovine respirovirus 3","nanger","bovidae","artiodactyla","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2002,2002,TRUE,FALSE,FALSE
"nanger granti","foot-and-mouth disease virus","nanger","bovidae","artiodactyla","aphthovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,2,2013,2013,TRUE,FALSE,FALSE
"nanger granti","rotavirus a","nanger","bovidae","artiodactyla","rotavirus","reoviridae","reovirales","resentoviricetes",TRUE,1,1983,1983,TRUE,FALSE,FALSE
"oreamnos americanus","bluetongue virus","oreamnos","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,1,2001,2001,TRUE,FALSE,FALSE
"oreamnos americanus","bovine orthopneumovirus","oreamnos","bovidae","artiodactyla","orthopneumovirus","pneumoviridae","mononegavirales","monjiviricetes",FALSE,1,1986,1986,TRUE,FALSE,FALSE
"oreamnos americanus","epizootic hemorrhagic disease virus","oreamnos","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,1,2015,2015,FALSE,FALSE,TRUE
"oreamnos americanus","orf virus","oreamnos","bovidae","artiodactyla","parapoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,25,1975,2018,FALSE,TRUE,FALSE
"oreamnos americanus","pestivirus a","oreamnos","bovidae","artiodactyla","pestivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,2,2008,2015,TRUE,FALSE,TRUE
"oreamnos americanus","pestivirus b","oreamnos","bovidae","artiodactyla","pestivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,2,2008,2008,FALSE,TRUE,TRUE
"oreamnos americanus","west nile virus","oreamnos","bovidae","artiodactyla","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,2013,2013,TRUE,FALSE,FALSE
"oreotragus oreotragus","bluetongue virus","oreotragus","bovidae","artiodactyla","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,1,1982,1982,TRUE,FALSE,FALSE
"oryx beisa","alcelaphine gammaherpesvirus 2","oryx","bovidae","artiodactyla","macavirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1973,1973,TRUE,FALSE,FALSE
