"Host","Virus","HostGenus","HostFamily","HostOrder","VirusGenus","VirusFamily","VirusOrder","VirusClass","VirusZoonotic","NumRecords","YearFirstRecord","YearLastRecord","DetectionSerology","DetectionGenetic","DetectionIsolation"
"lycalopex vetulus","canine mastadenovirus a","lycalopex","canidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2023,2023,FALSE,TRUE,FALSE
"lycalopex vetulus","rabies lyssavirus","lycalopex","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,8,2006,2009,FALSE,TRUE,TRUE
"lycaon pictus","african horse sickness virus","lycaon","canidae","carnivora","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,2,1995,1995,TRUE,FALSE,FALSE
"lycaon pictus","alphacoronavirus 1","lycaon","canidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2010,2010,TRUE,FALSE,FALSE
"lycaon pictus","bluetongue virus","lycaon","canidae","carnivora","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,2,1994,2012,TRUE,FALSE,FALSE
"lycaon pictus","canine mastadenovirus a","lycaon","canidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2010,2010,TRUE,FALSE,FALSE
"lycaon pictus","canine morbillivirus","lycaon","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,7,1996,2010,TRUE,TRUE,TRUE
"lycaon pictus","carnivore protoparvovirus 1","lycaon","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,4,1993,2010,TRUE,FALSE,FALSE
"lycaon pictus","crimean-congo hemorrhagic fever orthonairovirus","lycaon","canidae","carnivora","orthonairovirus","nairoviridae","bunyavirales","ellioviricetes",TRUE,1,1993,1993,TRUE,FALSE,FALSE
"lycaon pictus","mammalian orthoreovirus","lycaon","canidae","carnivora","orthoreovirus","reoviridae","reovirales","resentoviricetes",TRUE,1,2010,2010,TRUE,FALSE,FALSE
"lycaon pictus","rabies lyssavirus","lycaon","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,10,1993,2009,TRUE,TRUE,TRUE
"lycaon pictus","rift valley fever phlebovirus","lycaon","canidae","carnivora","phlebovirus","phenuiviridae","bunyavirales","ellioviricetes",TRUE,1,1996,1996,TRUE,FALSE,FALSE
"lycaon pictus","rotavirus a","lycaon","canidae","carnivora","rotavirus","reoviridae","reovirales","resentoviricetes",TRUE,1,1995,1995,TRUE,FALSE,FALSE
"lycaon pictus","suid alphaherpesvirus 1","lycaon","canidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2014,2014,FALSE,FALSE,FALSE
"nyctereutes procyonoides","alphacoronavirus 1","nyctereutes","canidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,10,2004,2023,FALSE,TRUE,TRUE
"nyctereutes procyonoides","canine mastadenovirus a","nyctereutes","canidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,2,2022,2022,FALSE,TRUE,FALSE
"nyctereutes procyonoides","canine morbillivirus","nyctereutes","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,31,1993,2011,TRUE,TRUE,TRUE
"nyctereutes procyonoides","carnivore protoparvovirus 1","nyctereutes","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,4,1982,2005,TRUE,TRUE,TRUE
"nyctereutes procyonoides","japanese encephalitis virus","nyctereutes","canidae","carnivora","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,2,2009,2009,TRUE,FALSE,FALSE
"nyctereutes procyonoides","norwalk virus","nyctereutes","canidae","carnivora","norovirus","caliciviridae","picornavirales","pisoniviricetes",TRUE,2,2021,2021,FALSE,TRUE,FALSE
"nyctereutes procyonoides","rabies lyssavirus","nyctereutes","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,101,1992,2014,TRUE,TRUE,TRUE
"nyctereutes procyonoides","rotavirus a","nyctereutes","canidae","carnivora","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,3,2010,2022,FALSE,TRUE,FALSE
"nyctereutes procyonoides","rotavirus c","nyctereutes","canidae","carnivora","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,1,2022,2022,FALSE,TRUE,FALSE
"nyctereutes procyonoides","rotavirus i","nyctereutes","canidae","carnivora","rotavirus","sedoreoviridae","reovirales","resentoviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"nyctereutes procyonoides","severe acute respiratory syndrome-related coronavirus","nyctereutes","canidae","carnivora","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,2,2003,2004,TRUE,FALSE,TRUE
"nyctereutes procyonoides","suid alphaherpesvirus 1","nyctereutes","canidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1983,1983,FALSE,TRUE,FALSE
"nyctereutes procyonoides","tarumizu coltivirus","nyctereutes","canidae","carnivora","coltivirus","spinareoviridae","reovirales","resentoviricetes",FALSE,1,2021,2021,FALSE,TRUE,FALSE
"otocyon megalotis","canine morbillivirus","otocyon","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,1998,1999,FALSE,TRUE,TRUE
"otocyon megalotis","carnivore protoparvovirus 1","otocyon","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2001,2001,FALSE,TRUE,FALSE
"otocyon megalotis","rabies lyssavirus","otocyon","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,107,1993,2009,TRUE,TRUE,TRUE
"speothos venaticus","carnivore protoparvovirus 1","speothos","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2001,2001,FALSE,FALSE,TRUE
"speothos venaticus","cowpox virus","speothos","canidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,1,2009,2009,TRUE,FALSE,FALSE
"speothos venaticus","rabies lyssavirus","speothos","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2010,2010,TRUE,FALSE,FALSE
"speothos venaticus","rotavirus a","speothos","canidae","carnivora","rotavirus","reoviridae","reovirales","resentoviricetes",TRUE,1,1983,1983,TRUE,FALSE,FALSE
"urocyon cinereoargenteus","bunyamwera orthobunyavirus","urocyon","canidae","carnivora","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",TRUE,2,1975,1986,FALSE,FALSE,TRUE
"urocyon cinereoargenteus","california encephalitis orthobunyavirus","urocyon","canidae","carnivora","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",TRUE,2,1981,1981,TRUE,FALSE,FALSE
"urocyon cinereoargenteus","canine mastadenovirus a","urocyon","canidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,5,2004,2008,TRUE,TRUE,FALSE
"urocyon cinereoargenteus","canine morbillivirus","urocyon","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,17,1974,2009,FALSE,TRUE,TRUE
"urocyon cinereoargenteus","carnivore amdoparvovirus 2","urocyon","canidae","carnivora","amdoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2011,2011,FALSE,FALSE,TRUE
"urocyon cinereoargenteus","carnivore protoparvovirus 1","urocyon","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,2,1995,2004,TRUE,FALSE,TRUE
"urocyon cinereoargenteus","indiana vesiculovirus","urocyon","canidae","carnivora","vesiculovirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,1992,1992,TRUE,FALSE,FALSE
"urocyon cinereoargenteus","new jersey vesiculovirus","urocyon","canidae","carnivora","vesiculovirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,1992,1992,TRUE,FALSE,FALSE
"urocyon cinereoargenteus","powassan virus","urocyon","canidae","carnivora","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1965,1965,FALSE,FALSE,TRUE
"urocyon cinereoargenteus","rabies lyssavirus","urocyon","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,58,1992,2014,TRUE,TRUE,TRUE
"urocyon cinereoargenteus","saint louis encephalitis virus","urocyon","canidae","carnivora","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1967,1967,FALSE,FALSE,TRUE
"urocyon cinereoargenteus","venezuelan equine encephalitis virus","urocyon","canidae","carnivora","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,1,1974,1974,FALSE,FALSE,TRUE
"urocyon littoralis","alphacoronavirus 1","urocyon","canidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,3,1992,2006,TRUE,FALSE,FALSE
"urocyon littoralis","canid alphaherpesvirus 1","urocyon","canidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,1992,2006,TRUE,FALSE,FALSE
"urocyon littoralis","canine mastadenovirus a","urocyon","canidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,3,1992,2006,TRUE,FALSE,FALSE
"urocyon littoralis","canine morbillivirus","urocyon","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,4,2000,2009,TRUE,TRUE,FALSE
"urocyon littoralis","carnivore protoparvovirus 1","urocyon","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,4,1992,2009,TRUE,FALSE,FALSE
"urocyon littoralis","phocine morbillivirus","urocyon","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2009,2009,TRUE,FALSE,FALSE
"urocyon littoralis","rabies lyssavirus","urocyon","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2009,2009,TRUE,FALSE,FALSE
"vulpes chama","rabies lyssavirus","vulpes","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,4,2004,2007,TRUE,TRUE,FALSE
"vulpes corsac","rabies lyssavirus","vulpes","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,8,2004,2012,FALSE,TRUE,TRUE
"vulpes lagopus","bunyamwera orthobunyavirus","vulpes","canidae","carnivora","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",TRUE,1,1983,1983,TRUE,FALSE,FALSE
"vulpes lagopus","california encephalitis orthobunyavirus","vulpes","canidae","carnivora","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",TRUE,1,1983,1983,TRUE,FALSE,FALSE
"vulpes lagopus","canine mastadenovirus a","vulpes","canidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,6,1971,2019,TRUE,TRUE,FALSE
"vulpes lagopus","canine morbillivirus","vulpes","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,3,2010,2014,TRUE,TRUE,FALSE
"vulpes lagopus","carnivore protoparvovirus 1","vulpes","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,1995,1995,FALSE,TRUE,FALSE
"vulpes lagopus","rabies lyssavirus","vulpes","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,106,1980,2014,TRUE,TRUE,TRUE
"vulpes lagopus","suid alphaherpesvirus 1","vulpes","canidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1969,1969,FALSE,FALSE,TRUE
"vulpes macrotis","bunyamwera orthobunyavirus","vulpes","canidae","carnivora","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",TRUE,1,2000,2000,FALSE,FALSE,TRUE
"vulpes macrotis","california encephalitis orthobunyavirus","vulpes","canidae","carnivora","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",TRUE,1,2000,2000,FALSE,FALSE,TRUE
"vulpes macrotis","canine morbillivirus","vulpes","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,1988,2000,TRUE,FALSE,TRUE
"vulpes macrotis","carnivore protoparvovirus 1","vulpes","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2000,2000,FALSE,FALSE,TRUE
"vulpes macrotis","colorado tick fever coltivirus","vulpes","canidae","carnivora","coltivirus","reoviridae","reovirales","resentoviricetes",TRUE,1,2000,2000,FALSE,FALSE,TRUE
"vulpes macrotis","indiana vesiculovirus","vulpes","canidae","carnivora","vesiculovirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2000,2000,FALSE,FALSE,TRUE
"vulpes macrotis","new jersey vesiculovirus","vulpes","canidae","carnivora","vesiculovirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2000,2000,FALSE,FALSE,TRUE
"vulpes macrotis","venezuelan equine encephalitis virus","vulpes","canidae","carnivora","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,1,1967,1967,TRUE,FALSE,FALSE
"vulpes macrotis","western equine encephalitis virus","vulpes","canidae","carnivora","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,1,2000,2000,FALSE,FALSE,TRUE
"vulpes velox","bunyamwera orthobunyavirus","vulpes","canidae","carnivora","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",TRUE,2,2000,2000,TRUE,FALSE,TRUE
"vulpes velox","california encephalitis orthobunyavirus","vulpes","canidae","carnivora","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",TRUE,3,2000,2000,TRUE,FALSE,TRUE
"vulpes velox","canine mastadenovirus a","vulpes","canidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,1,1998,1998,TRUE,FALSE,FALSE
"vulpes velox","canine morbillivirus","vulpes","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,4,2000,2004,TRUE,FALSE,TRUE
"vulpes velox","carnivore protoparvovirus 1","vulpes","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,3,2000,2004,TRUE,FALSE,TRUE
"vulpes velox","colorado tick fever coltivirus","vulpes","canidae","carnivora","coltivirus","reoviridae","reovirales","resentoviricetes",TRUE,1,2000,2000,TRUE,FALSE,FALSE
"vulpes velox","indiana vesiculovirus","vulpes","canidae","carnivora","vesiculovirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2000,2000,TRUE,FALSE,TRUE
"vulpes velox","new jersey vesiculovirus","vulpes","canidae","carnivora","vesiculovirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2000,2000,TRUE,FALSE,TRUE
"vulpes velox","rabies lyssavirus","vulpes","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2000,2000,TRUE,FALSE,TRUE
"vulpes vulpes","aichivirus a","vulpes","canidae","carnivora","kobuvirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2014,2014,FALSE,TRUE,FALSE
"vulpes vulpes","alphacoronavirus 1","vulpes","canidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,4,2023,2023,FALSE,TRUE,FALSE
"vulpes vulpes","california encephalitis orthobunyavirus","vulpes","canidae","carnivora","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",TRUE,2,1969,1973,TRUE,FALSE,FALSE
"vulpes vulpes","canid alphaherpesvirus 1","vulpes","canidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,3,1998,2009,TRUE,FALSE,FALSE
"vulpes vulpes","canine mastadenovirus a","vulpes","canidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,36,1992,2023,TRUE,TRUE,TRUE
"vulpes vulpes","canine morbillivirus","vulpes","canidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,17,1993,2011,TRUE,TRUE,TRUE
"vulpes vulpes","carnivore amdoparvovirus 1","vulpes","canidae","carnivora","amdoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,1974,1974,TRUE,FALSE,FALSE
"vulpes vulpes","carnivore protoparvovirus 1","vulpes","canidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,13,1998,2016,TRUE,FALSE,FALSE
"vulpes vulpes","crimean-congo hemorrhagic fever orthonairovirus","vulpes","canidae","carnivora","orthonairovirus","nairoviridae","bunyavirales","ellioviricetes",TRUE,1,2016,2016,TRUE,FALSE,FALSE
"vulpes vulpes","ectromelia virus","vulpes","canidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,3,1997,2005,FALSE,TRUE,TRUE
"vulpes vulpes","enterovirus d","vulpes","canidae","carnivora","enterovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2022,2022,FALSE,TRUE,FALSE
"vulpes vulpes","murine leukemia virus","vulpes","canidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,2,1996,1996,FALSE,TRUE,FALSE
"vulpes vulpes","powassan virus","vulpes","canidae","carnivora","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1986,1986,FALSE,FALSE,TRUE
"vulpes vulpes","rabbit hemorrhagic disease virus","vulpes","canidae","carnivora","lagovirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,2,1998,2021,TRUE,TRUE,FALSE
"vulpes vulpes","rabies lyssavirus","vulpes","canidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,110,1992,2010,TRUE,TRUE,TRUE
"vulpes vulpes","rotavirus a","vulpes","canidae","carnivora","rotavirus","reoviridae","reovirales","resentoviricetes",TRUE,1,1984,1984,TRUE,FALSE,FALSE
"vulpes vulpes","saint louis encephalitis virus","vulpes","canidae","carnivora","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1986,1986,TRUE,FALSE,FALSE
"vulpes vulpes","severe acute respiratory syndrome-related coronavirus","vulpes","canidae","carnivora","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2005,2005,FALSE,TRUE,FALSE
"vulpes vulpes","suid alphaherpesvirus 1","vulpes","canidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1969,1969,FALSE,FALSE,TRUE
"vulpes vulpes","treisetapapillomavirus 1","vulpes","canidae","carnivora","treisetapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,3,2012,2018,FALSE,TRUE,FALSE
"vulpes vulpes","west nile virus","vulpes","canidae","carnivora","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,2013,2013,TRUE,FALSE,FALSE
"vulpes zerda","canine mastadenovirus a","vulpes","canidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,2,2014,2020,FALSE,TRUE,TRUE
"acinonyx jubatus","african horse sickness virus","acinonyx","felidae","carnivora","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,2,1995,1995,TRUE,FALSE,FALSE
"acinonyx jubatus","alphacoronavirus 1","acinonyx","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,8,1989,2010,TRUE,TRUE,TRUE
"acinonyx jubatus","bluetongue virus","acinonyx","felidae","carnivora","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,3,1994,2012,TRUE,FALSE,FALSE
"acinonyx jubatus","canine morbillivirus","acinonyx","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,2004,2010,TRUE,FALSE,FALSE
"acinonyx jubatus","cardiovirus a","acinonyx","felidae","carnivora","cardiovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,1989,1989,TRUE,FALSE,FALSE
"acinonyx jubatus","carnivore protoparvovirus 1","acinonyx","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,3,2001,2010,TRUE,FALSE,TRUE
"acinonyx jubatus","cowpox virus","acinonyx","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,14,1982,2022,FALSE,TRUE,TRUE
"acinonyx jubatus","felid alphaherpesvirus 1","acinonyx","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,5,1999,2010,TRUE,FALSE,FALSE
"acinonyx jubatus","feline calicivirus","acinonyx","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,18,1975,2015,TRUE,TRUE,TRUE
"acinonyx jubatus","feline immunodeficiency virus","acinonyx","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,7,1993,2005,TRUE,TRUE,TRUE
"acinonyx jubatus","feline leukemia virus","acinonyx","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,1986,1986,TRUE,FALSE,FALSE
"acinonyx jubatus","influenza a virus","acinonyx","felidae","carnivora","alphainfluenzavirus","orthomyxoviridae","articulavirales","insthoviricetes",TRUE,3,2010,2010,FALSE,TRUE,FALSE
"acinonyx jubatus","lambdapapillomavirus 1","acinonyx","felidae","carnivora","lambdapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,2,2016,2018,FALSE,TRUE,FALSE
"acinonyx jubatus","mamastrovirus 2","acinonyx","felidae","carnivora","mamastrovirus","astroviridae","stellavirales","stelpaviricetes",FALSE,2,2009,2009,FALSE,TRUE,FALSE
"acinonyx jubatus","rabies lyssavirus","acinonyx","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,3,2009,2010,TRUE,FALSE,FALSE
"acinonyx jubatus","rift valley fever phlebovirus","acinonyx","felidae","carnivora","phlebovirus","phenuiviridae","bunyavirales","ellioviricetes",TRUE,1,1996,1996,TRUE,FALSE,FALSE
"caracal caracal","alphacoronavirus 1","caracal","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,2,2010,2010,TRUE,FALSE,FALSE
"caracal caracal","canine morbillivirus","caracal","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,1,2010,2010,TRUE,FALSE,FALSE
"caracal caracal","carnivore protoparvovirus 1","caracal","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2010,2010,TRUE,FALSE,FALSE
"caracal caracal","felid alphaherpesvirus 1","caracal","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2010,2010,TRUE,FALSE,FALSE
"caracal caracal","feline calicivirus","caracal","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,2,2010,2010,TRUE,FALSE,FALSE
"caracal caracal","puma lentivirus","caracal","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,2,2010,2010,TRUE,FALSE,FALSE
"felis margarita","feline immunodeficiency virus","felis","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,2,2003,2005,TRUE,FALSE,FALSE
"felis margarita","feline leukemia virus","felis","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,2,2003,2003,TRUE,FALSE,FALSE
"felis nigripes","rabies lyssavirus","felis","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,4,2009,2010,FALSE,TRUE,TRUE
"felis silvestris","alphacoronavirus 1","felis","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,4,1999,2003,TRUE,TRUE,FALSE
"felis silvestris","carnivore protoparvovirus 1","felis","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,9,1995,2009,TRUE,TRUE,TRUE
"felis silvestris","cowpox virus","felis","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,2,2017,2017,FALSE,TRUE,FALSE
"felis silvestris","felid alphaherpesvirus 1","felis","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,4,1999,2009,TRUE,FALSE,FALSE
"felis silvestris","feline calicivirus","felis","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,9,1996,2011,TRUE,TRUE,FALSE
"felis silvestris","feline foamy virus","felis","felidae","carnivora","felispumavirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,1999,1999,FALSE,FALSE,TRUE
"felis silvestris","feline immunodeficiency virus","felis","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,7,1999,2009,TRUE,TRUE,FALSE
"felis silvestris","feline leukemia virus","felis","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,17,1991,2014,TRUE,TRUE,TRUE
"felis silvestris","rabies lyssavirus","felis","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2004,2008,FALSE,TRUE,FALSE
"felis sp.","cowpox virus","felis","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,9,2009,2009,FALSE,TRUE,FALSE
"leopardus colocolo","feline leukemia virus","leopardus","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2008,2008,TRUE,FALSE,FALSE
"leopardus colocolo","rabies lyssavirus","leopardus","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2010,2010,TRUE,FALSE,FALSE
"leopardus geoffroyi","carnivore protoparvovirus 1","leopardus","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,2,2007,2007,TRUE,FALSE,FALSE
"leopardus geoffroyi","felid alphaherpesvirus 1","leopardus","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2007,2007,TRUE,FALSE,FALSE
"leopardus geoffroyi","feline calicivirus","leopardus","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,2,2007,2007,TRUE,FALSE,FALSE
"leopardus geoffroyi","feline immunodeficiency virus","leopardus","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2005,2005,TRUE,FALSE,FALSE
"leopardus geoffroyi","human picobirnavirus","leopardus","felidae","carnivora","picobirnavirus","picobirnaviridae","durnavirales","duplopiviricetes",TRUE,2,2012,2013,FALSE,TRUE,FALSE
"leopardus guigna","feline immunodeficiency virus","leopardus","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"leopardus guigna","feline leukemia virus","leopardus","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"leopardus pardalis","alphacoronavirus 1","leopardus","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,2,2006,2013,TRUE,TRUE,FALSE
"leopardus pardalis","canine morbillivirus","leopardus","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,2007,2007,TRUE,FALSE,FALSE
"leopardus pardalis","carnivore protoparvovirus 1","leopardus","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2006,2006,TRUE,FALSE,FALSE
